gene_name	1-2	1-3	1-4	1-5	1-6	O-1	O-2	O-3
Atxn7l1os1	0	18	37	0	0	0	0	0
Atxn7l1os2	8.06514	10.0437	4.05269	0	5.03881	0	2.02125	0
Atxn7l2	0	103	3	378	292	234	83	292
Atxn7l3	477.999	1142	766.002	1940	1314	1988	1010	1491.02
Atxn7l3b	1734.12	2770.57	2056.44	3212.11	2441.29	4346.66	4630.44	3345
Auh	1216	923.999	1109.99	1504	1559	1826	1783.01	1376
Aunip	0	0	0	0	0	0	0	32
Aup1	3207.54	3423.53	4148.59	3792.03	4294.11	5964.13	6397.44	6910.91
Aurka	0	141	147	118	7	201	292	254
Aurkaip1	4033.98	4080.93	4121.01	6106.91	5020.17	7426.73	6390.94	4479
Aurkb	0	0	0	13	0	0	0	0
Auts2	0	0	0	16	0	0	2	0
Avil	0	0	92.0001	0	1	20	0	0
Avl9	2212	2188	1481	2100	1205	1968	1460	1520
Avpi1	0	6	0	49	0	88	248	142
Avpr2	19.5308	36.7667	105.425	102.747	6.50314	19.4321	49.5045	13.6634
Axdnd1	92	22	41	175	77	82	155	108
Axin1	342	431	217	235	153	493.001	1219	1730.01
Axl	0	88	0	0	0	1	0	0
Azi2	3959	5892.01	4940.02	4728.97	6362.94	5344.03	9169.96	8042.9
Azin1	9130.09	5297.72	5338.88	6190.13	7475.82	5917.49	9174.03	6942.67
Azin2	70	28	0	42	0	52	112	1
B020010K11Rik	39.7531	33.0902	24.6553	45.1884	13.2163	63.4926	67.6994	38.0095
B130021K23Rik	29	229	157	32	13	72	46	127
B130046B21Rik	552.412	602.109	638.171	761.997	984.267	580.861	826.016	877.142
B230112G18Rik	0	0	13	0	0	0	0	0
B230118H07Rik	100	134	62	234	133	234	125	45
B230206H07Rik	0	0	19.3505	0	0	0	0	0
B230208H11Rik	792	1884	1249.01	3223.96	1830	872	1123	740.996
B230216N24Rik	4	0	49	0	55	5	8	2
B230217C12Rik	173	93	42	365	265	87	45	79
B230217O12Rik	71	0	0	3	30	0	2	0
B230219D22Rik	975	499	327	1327	1105	1814	1579	1007
B230303A05Rik	5811.7	2154.68	2396.16	5950.56	3764.69	3607.86	3439.81	3415.75
B230303O12Rik	0	1	12	0	0	0	8	3
B230307C23Rik	20	114	157	122	36	133	42	151
B230317F23Rik	226.99	141	1	4	0	12	30	23
B230319C09Rik	0	0	0	0	0	36	29	0
B230334C09Rik	0	0	0	0	1	0	0	20
B230354K17Rik	0	0	0	0	0	125	191	0
B230369F24Rik	0	0	0	17	5	76	23	1
B2m	444034	429547	524638	686552	564268	647180	386440	375029
B330016D10Rik	92	195	270	353	246	414	265	261
B3galnt2	101.883	128.715	196.193	98.946	27.0825	184.975	250.908	107.92
B3galt4	0	72	69	1	35	112	319	113
B3galt6	230	3	61	56	292	139	156	181
B3gat2	721.337	118.219	78.2061	172.604	157.395	189.918	283.441	200.311
B3gat3	306	289	437	584	533	769	1341.99	1412
B3gnt2	3648.69	3610.73	2347.73	2202.91	4035.76	4838.72	6765.25	7732.1
B3gnt3	407	8	0	1	284	423	586	529
B3gnt5	916.004	2278.02	2226	1894	2953.01	1659.01	1986.99	3690.99
B3gnt6	0	0	21	0	0	0	0	0
B3gnt7	0	0	154	0	0	0	0	0
B3gnt8	243.872	868.946	295.349	328.54	311.714	953.446	1476.41	995.927
B3gntl1	107	240.955	52.2613	1	1	152.886	172	181.245
B430010I23Rik	224.987	7.93E-29	51.1451	74.2253	41.2732	145.392	30	3
B430212C06Rik	45.574	1	63.4194	9	83.0971	231.73	4	0
B430219N15Rik	0	0	4	0	47	11.0039	26.0448	0
B430305J03Rik	704.598	369.441	497.242	212.807	596.497	406.351	657.396	530.763
B430306N03Rik	3450.64	5027.65	5442.15	4436.96	4587.3	10160.1	16443	14287.2
B430319F04Rik	40	3	6	0	0	2	22	0
B4galnt1	867.18	850.265	1679.35	674.158	1290.42	1372.23	1731.49	3509.2
B4galnt2	32	16.7913	0	0	0	0	0	0
B4galnt4	0	0	0	0	0	0	25	0
B4galt1	6193.96	2728.99	2025.02	5002.08	3340.06	3694.03	4047.03	3564
B4galt2	0	3	0	0	0	0	24	0
B4galt3	10513	10032	20924.7	11563.1	18613.9	4964.8	8281.01	10065.7
B4galt5	3698	2195	1977	4598	3293	3536	2836.01	3103
B4galt6	30	360	527	258	35	209	520	520
B4galt7	115	1069	602.998	270	785	686.001	1977	1922.97
B4gat1	0	0	1.61E-09	0	0	0	33.5984	0
B530045E10Rik	43	3	3	4	1	2	135	0
B630019A10Rik	0	0	0	0	0	59	0	0
B930018H19Rik	28	0	0	0	0	0	0	35
B930036N10Rik	1.44E-27	56.8907	2.19192	29.809	14.4745	86.7331	50.1496	116.912
B930059L03Rik	135	115	0	152	60	78	69	0
B930086L07Rik	0	3	63	5	0	0	0	0
B930094E09Rik	2.62933	2.51E-31	3.37309	4.1412	1.17649	1.47E-35	1.38E-33	3.62E-39
B930095G15Rik	1	0	9	0	0	0	0	0
B9d2	3270.9	2552.98	2554.95	4705	4773.11	5989.16	4110.16	3597
BC001981	68.1665	2.01955	45.3666	2.0254	1.00506	1.00684	45.0409	1.00771
BC002059	238	46.4986	0	60.7806	0	52.9998	112.184	10.0177
BC003965	141	263	25	646	327	789.001	1234	832.998
BC004004	768.059	1440	1067.89	753.62	1040.2	2490.7	2459.59	1805.01
BC005537	5237	3605	4024	8627	4832	5438	3018	2608
BC005624	1947.03	1819.89	2257.02	1973.47	2312.39	2938.91	3100.64	3973.71
BC018473	0	120	0	2	0	195	130	210
BC022960	1	0	0	133	111	0	0	0
BC023105	19.2682	173.704	130.591	243.575	146.947	66.8984	75.4689	3.33E-39
BC024978	4.06E-39	77.8742	28.988	10.2298	21.741	10.2462	36.9524	4.00385
BC025920	8	13	0	119	0	246	6	32
BC026762	3	1	10.4449	1	9	8.42148	6.29828	2.32233
BC028471	150	14	24	0	0	0	0	0
BC028528	47.9037	37.9756	199.579	188.439	55.1906	158.519	293.994	141.899
BC028777	0	8	0	0	0	2	0	0
BC029722	451	294	129.787	271	77	281	837	492
BC031181	6299.75	7912.93	12077.1	9574.08	11366.9	11158.6	8225.06	12107.2
BC037032	1	0	0	4	27	39	3	20
BC037704	0	0	104	120	68	0	9	131
BC043934	0	0	0	0	0	1	108	97.9999
BC046251	0	0	0	14	0	0	0	0
BC046401	0	0	0	1	0	15	0	0
BC048403	91	12	0	202	0	485.998	794	514.001
BC048507	7.70835	8.22915	7.94008	19.7974	18.3306	31.6053	18.2854	12.4368
BC049352	79	77	81.9999	125	42	145	222	217
BC049715	197.123	124.762	178.371	78.1487	278.159	188.281	305	72.0082
BC049762	0	1	1	4	55	35	5	1
BC050972	3.65166	0	6	2	16	0	0	8.2942
BC051226	0	0	0	0	0	37	0	0
BC051537	0	0	1.02062	1.71E-42	0	73.0151	47	1.02774
BC052040	0	0	0	0	0	0	0	120
BC055308	0	68	1	75	270	0	83	1
BC055324	1.01703	9.05621	2.0263	1.00197	0	57.1229	112.655	103.746
BC064078	1.00952	26	0	2.02167	0	38	21.0889	6
BC085271	14.3684	11.8596	13.5169	88.881	13.5778	41.1448	44.516	28.5979
BC106175	0	52	0	5	2	0	16	3
BC106179	110	0	0	1	5.34127	0	6.97E-05	0
BE692007	0	0	0	72	0	4.92E-18	0	0
Baat	0	0	34	54	59	0	0	0
Babam1	286	281	367	286	217	207	613	688
Babam2	3635.88	2776.63	2844.61	3733.69	4658.87	3932.58	3292.93	2704.76
Bace1	0	128.157	114.042	123.357	36.0962	23.6931	33.1719	58.6121
Bach1	1285.01	3008.03	2213.01	3661.01	3609.03	3648.97	3700.96	5893.2
Bad	130	685.999	595.001	590.995	320.998	1134	1152	783.469
Bag1	3461.91	3445.96	3655.99	3660.97	3576.98	6198.1	6606.68	4658.96
Bag2	2	31	112	0	0	75	119	0
Bag3	0	10	0	1	0	0	0	0
Bag4	6	140.715	24	4	78	149.396	78.6743	362.246
Bag5	110	14	93.0001	161	0	47	599.996	602.002
Bag6	1020	786.001	1008	1072	724.999	1158	753.002	1176
Bahcc1	0	0	0	0	0	20	2	0
Bahd1	158	58	2	49	125	263	276	180
Baiap2	1222	357	350	1066	885.999	324	553.999	1274
Baiap2l1	195	183	154	205	186	310	82	0
Bak1	135.928	156	77	292	148	302	96	124
Bambi	617	1341	1401.54	1579.98	2010	1108.91	1000.92	1519.78
Bambi-ps1	1	3	21.4641	3.0161	6	4.09197	5.08343	49.2173
Banf1	27	371.298	165	517.999	375.423	866.017	716.792	592.724
Bank1	0	128	0	7	8	0	41	0
Banp	65	329	324.001	279	191	302	1256	477
Bap1	881.998	687.003	724.999	916.999	1183	106	2559.99	2440.02
Basp1	271310	193772	185849	196619	208242	151240	134149	146622
Batf	691	907	1203	2061	1733	3947	2340	4354
Batf2	5677.22	3414.04	3633.97	4128.04	5067.87	2355.04	1485	2859.02
Batf3	23	0	0	0	0	17	43	0
Bax	13666.3	9884.88	9284.06	13180	9837.12	14953.6	13017.2	11318.1
Baz1a	2667.71	4044.56	2236.67	2624.6	4470.92	4088.13	5125.46	5557.78
Baz1b	638	596.001	725	795.002	1226	1359	982	1045
Baz2a	148.993	879.473	841.142	1640.68	1168.97	2238.4	1298	1406.97
Baz2b	17442.8	13272.1	12752.3	12453.7	13452.7	9300.73	11518.5	13691.4
Bbc3	460	538	435	271	610.999	1353	926.001	979.996
Bbip1	2282.01	3033.97	3120.03	3304.95	2881.02	4949.02	4487.9	3311
Bbof1	79	19.8934	47	26	0	7	47	1.28735
Bbs10	159	1	0	163	0	16	1	0
Bbs2	4	15	83	0	0	4	73	31
Bbs4	97	72	1.03399	157	168	93	519.738	153
Bbs5	0	28	0	0	0	0	0	0
Bbs9	0	49	1	0	0	13	76	145
Bbx	1855	3067.02	1409	2235.99	2361	1585	1951	1500.01
Bcap29	353	183	170	109	123	277	438.001	200
Bcap31	2262	2435	4031	3412	3406	4949	6057	4086
Bcar1	529	0	5	122	24	296	140	162
Bcar3	9.53291	84	112	272.981	7	32	202.116	9.62215
Bcas2	1542	1291	1156	1481.99	1622.01	1982.02	2189.99	2071
Bcas3	33	139	304	13	118	6	421.001	456.001
Bcas3os1	0	0	3	0	74	0	0	0
Bcat1	0	0	0	0	0	0	0	81
Bcat2	93.9999	82	318	311	227	536	668.001	404
Bccip	175	130	130	394	394.001	735.001	1314	855.995
Bcdin3d	8	114	64	302	252	579.997	545.999	993
Bckdha	234.128	446.061	182.651	385.459	427.286	867.562	934.585	847.069
Bckdk	103	151	95	111	0	94	225	220
Bcl10	3721.55	9181	5011.74	7642.44	9093.87	17622.3	20201.9	25723.7
Bcl11a	1	2	46	74	0	0	0	88
Bcl2	118	72	0	13	81	49	64	9
Bcl2a1a	2990.23	2417.24	1902.86	5432.11	3533.92	10142.4	6466.06	3634.83
Bcl2a1b	5630.59	9281.71	5486.34	18647.1	13989.1	28346.2	19527.6	12509.1
Bcl2a1c	10.4586	15.0325	7.07584	21.5109	24.3186	45.788	9.15815	21.6705
Bcl2a1d	319.867	667.832	363.56	1587.46	978.383	2909.6	1952	1413.82
Bcl2l1	44973.7	34434.3	32264.9	31567.3	35913.5	24486.4	28700.7	31896.4
Bcl2l11	9606.98	12060	8110.24	14191.7	14635.9	17429.1	13751.4	15913.4
Bcl2l12	0	7	14	54	0	138	201.3	40.043
Bcl2l13	393.886	533.162	510.645	459.794	932	304	1857	1920.81
Bcl2l15	2	0	8	0	0	0	7.94466	1.41E-14
Bcl2l2	0	0	0	1	0	34	0	0
Bcl3	3860.01	7904.02	7558	6605.02	12125	10330.3	10586.9	18700.6
Bcl6	1555	1550	1166	1488	2331	1599	4646.01	7451.87
Bcl7b	464	1059	757.998	614.999	703	1811.98	1196	942.003
Bcl7c	126.428	176.292	84.2772	123.771	0	578.866	462.861	442.013
Bcl9	0	61	3	6	0	15	41	64
Bcl9l	157	220	179	292	628.067	130	186	156
Bclaf1	2861.74	3139.62	2478.09	2587.92	2442.29	2312.66	5071.42	5852.14
Bclaf3	3042	2623.98	1702.99	2833.01	3732.93	2066	1828.02	2013.01
Bco2	269	39	427	107	323.807	447.953	59	181
Bcor	30	175	445	471.999	544.001	590	485.001	534
Bcorl1	2	1	0	349	255	37	73	210
Bcr	5	275	85	44	224	2	167	127
Bcs1l	86	11	2	0	96	3	54	37
Bdkrb1	9	9	0	0	0	0	0	34
Bdp1	914.999	1335	1290	2304.01	962.997	965.004	1674	1908.01
Becn1	6621.04	7625.11	8306.39	5999.95	7315.96	6881.86	12447	14348.5
Bend3	0	0	0	3	0	0	40	3
Bend4	1561.01	1435	1007.01	1406.99	1712.02	1473.01	1529.68	1519.01
Bend6	0	3	0	0	0	0	5	5
Best1	262	80	43	67	457	108	452	236
Bet1	5	77	308	42	6	140	334	147
Bet1l	511	847	542	831	1148	1811	1825	1238
Bex2	0	0	30.444	0	0	0	0	0
Bex3	1590.03	736.003	948.561	791.005	700.998	716.003	330.999	331.999
Bex6	0	0	57	0	0	0	0	0
Bfar	615.002	1093.27	1586.94	1136	1779.81	1507.79	1631.34	1828.24
Bfsp2	7	0	32	1.24E-33	10.2833	0	17	0
Bglap3	10.5428	20.4006	4.67801	42.3795	21.0411	5.51251	29.4042	14.1034
Bgn	0	0	0	0	0	0	0	44
Bhlha15	0	43	0	0	1	0	0	0
Bhlhe40	58119.5	32465.2	32949.8	32640.6	24188.2	40549.4	51029.1	42041.9
Bhlhe41	306.536	109.905	146.221	96.1324	29	48	4	24
Bicd2	0	5	3	288.999	100	293	397	334.999
Bicdl1	70	0	62	63	0	1	141	100
Bicdl2	0	90	75	0	0	8	0	0
Bicra	124	690.997	414.002	570.001	259.001	460.999	284	453
Bicral	209	110	290	172	309	24	339.999	178
Bid	1400.13	2719.81	2253.36	3258.24	2691.03	6278.74	9490.39	6743.66
Bin1	0	0	28	33	0	0	15	77.6945
Bin2	4302.96	2131.01	5144.08	1257	1394	4337.14	10872.1	7096.05
Bin3	3997.98	4323.96	6390	5151.95	4010	7244.92	11694.9	8155.92
Birc2	889.321	1156.91	787.418	1007.73	958.336	1597.8	1929.34	2531.2
Birc3	6743.08	8429.05	9531.97	9444.92	11860.5	15752.4	15630.9	21912
Birc5	7	0	0	0	58	0	0	14
Birc6	332	637	658	689	734.766	796	1204.75	675
Bivm	0	0	0	0	29	0	0	0
Blcap	9028.18	12198	5166.28	11827.7	13604.2	15933.6	16862	13402.2
Blm	1393.99	251	472	419.999	302	107	447	244
Blmh	0	25	93	116	27	381.999	617	241
Bloc1s1	349.596	327.731	646.767	576.183	423.987	650.61	540.325	479.952
Bloc1s2	729.429	1024.11	1521.39	1458.43	1139.66	1624.69	2255.91	1761
Bloc1s2-ps	83.1754	132.386	218.922	198.748	155.347	199.132	240.001	191.358
Bloc1s3	1337	1704	849	2862	1931	3566	4205	2872
Bloc1s4	1621	1582	2010	2106	2029	3134	2427	3254
Bloc1s5	3	90	2	1	0	217	39	159
Bloc1s6	829.999	1614.98	861.003	1509.98	1334	1425.99	3074.98	3113.01
Bloc1s6os	0	0	5	0	1	6	3	0
Blvra	111	151	76	277	140	368	497	321
Blvrb	385	516.999	468	683	441.999	3032.97	1992	2026
Blzf1	318	268	185	235	250	782.998	855.997	605.001
Bmf	239	38	99	95	106	80	33	17
Bmi1	5	27	149	86.0001	114	717.607	819.774	661.524
Bmp2k	1818.1	1613.38	2102.49	1845.87	1228.33	1297.57	2713.8	1771.27
Bmpr1a	1285.08	1139.08	517	1146.94	901.828	768.728	1954.31	1118.02
Bmpr2	307	310	66	201	90	462	38	619
Bms1	1	8	157	229	129	225	63	598.001
Bmt2	1606.98	1343.99	1540.98	843.007	908.001	2748.06	3637.87	1708.98
Bmx	356	221	668.999	158	266.999	337	1075.01	436.999
Bnip1	149	180	188	333	166	19	30	0
Bnip2	1493.75	2736.47	1912.55	1858.84	2739.79	4414.53	6398.05	6320.51
Bnip3	100929	70007.4	66870.6	79641.5	78148.5	99801	76372.4	51031.3
Bnip3l	25468.5	11883.4	12391.9	17104.8	10923.7	19891.6	19877	11070
Bnip3l-ps	29356.5	13342.8	14043.4	17896.9	12333.6	22487.1	21319.3	12387.3
Bnip5	0	2	13	0	0	0	0	0
Bnipl	0	0	0	0	0	0	0	14
Bod1	434.975	216.871	230	154.927	144	261.98	281.961	344
Bod1l	411.001	365	593.001	408	419	991.996	967.001	602.001
Bola1	98	132	52	251	72	155	255	127
Bola2	17	225.773	228.028	191	175.372	219	440.964	330.858
Bola3	44	61	34.9491	20	10	151.896	64	87
Bop1	0	15	205	145	340	205	333	1037
Bora	0	0	0	0	0	0	0	76
Borcs5	99	92	125	43	455	375	473	352
Borcs6	327.875	784.867	741.31	888.437	997.004	1748.68	1645.36	2753.1
Borcs7	86	19	74	194	213	207	117	62
Borcs8	33	75	201	233	178	165	213	172
Bpgm	15	299	47	121	0	214	669	266
Bphl	6	24	44	0	36	0	57	0
Bpifc	0	75	0	0	0	0	0	0
Bpnt1	0	0	135	0	15	194	2	71
Bptf	526.001	473	412	929.377	469	917.001	428	682.998
Braf	2435.96	5386.97	4178.93	3702.97	6668.91	4124.95	3700.94	6749.98
Brap	942	844	1388	1676	1153	1893	2455	1968
Brat1	151	95	152	26	21	392	696	756.002
Brca1	0	1	0	138	0	0	0	0
Brca2	0	20	0	0	0	39	23	30
Brcc3	14	245.659	115.503	87	122.932	226.462	425	542.846
Brd1	835.997	1125	1306	1695	736	1220	1392	756.999
Brd2	2917.87	3237.11	1080.29	3249.86	3191.69	4143.61	8304.18	14870
Brd3	531	190	260	697.001	54	225	586	504.001
Brd4	5196.93	5962.94	5515.02	5744.99	6526.06	4127.04	5887.95	7373.05
Brd7	552	560	357	259	427	601	1082	1151
Brd8	824	1046	1135	1385	1079	1275	2447	2195.48
Brd8dc	40	0	1	45	1	0	11	18
Brd9	320	412.001	119	91	237	90	707.999	480
Brf1	81	107	454.922	289	388	415.666	709.841	867.958
Brf2	393	160	143	629	189	441	112	369
Bri3	987.97	755.999	760.902	1752.94	1009	1829.98	737.998	676.961
Bri3bp	201	369	647	314	576	863.999	1066	735
Brip1os	39.4257	259.533	128	77	27.4479	242.282	189.357	664.123
Brix1	66	95	117	168	235	441	373	816.999
Brk1	6788	7495	7546	10979	11711	15540	13730	10823
Brms1	881.999	860.001	900.368	1328	949.003	2418.98	2043.42	1702
Brms1l	0	7	6	37	141	151	31	59
Brox	995.712	1191.3	1113.52	1645.06	905.477	610.265	2494.27	2769.2
Brpf1	415	770	724	318	560.001	829	1023.99	1417
Brpf3	31	82	58.3838	134.713	135	112	28	27
Brsk2	0	0	0	0	50	0	0	0
Brwd1	682	1330	575	1318	1214	1856	1773	1603
Brwd3	634.001	734	500	472	155	472.999	564	319
Bscl2	191	147.888	305	281	18	206	528.937	392
Bsdc1	2202	2386	2057	1795	1161	2151	2419	1696
Bsg	89242.9	52567.2	54678.2	60540.1	51260.1	71566.2	49251	45207.1
Bsn	0	0	0	0	4	0	2	37
Bspry	0	0	23	0	0	0	0	0
Bst1	12882.5	10653.6	12277.4	11851.6	13692.1	19540.2	20167	15579.6
Bst2	649	1094	830	1201	928	1340	1287	1022
Bsx	0	0	0	0	0	0	22	0
Btaf1	1081	798	917	950	847.999	1163	803.001	921.998
Btbd1	3556.29	4011.23	2983.2	2782.21	4392.2	5107.38	5347.59	5450.49
Btbd10	211.941	281.959	579.792	279.902	1041.82	1099.87	1953.44	2174.73
Btbd16	23	0	3	0	0	0	0	0
Btbd19	1201	1763	2349.01	1215	1275	2252	2545.01	2008
Btbd2	0	7	2	1	152	193	144	196
Btbd6	17	121	0	151	0	0	0	0
Btbd7	2341	2016.99	1985	1961	3044.99	1440	1740	1484
Btbd8	0	6	0	6	0	0	0	0
Btbd9	4393.85	4501.98	4827.97	3992.01	5246.65	3475.98	3742.68	7096.2
Btd	0	88	88	283	225	120	265	429
Btf3	3746.1	3495.11	4271.94	4582.18	4009.27	5219.67	4340.15	3329.22
Btf3l4	613.006	336.978	757.215	1170.82	818.174	1109.25	1048.8	733.237
Btg1	253592	360638	291853	305583	403526	344891	343360	385178
Btg1b	5.48833	2.36607	5.84E-06	2.20E-10	17.1144	2.89494	6.72E-08	1.57614
Btg1c	9.55046	16.6809	29.0818	14.038	26.9915	20.1646	31.1034	25.5114
Btg2	19913	39620	58099	39169	52002	54559	68424	98083
Btg3	5306.46	3566.17	3561.85	3556.53	3742.2	2309.42	2237	2045.04
Btk	1283	543.999	657	1019	637.998	736.001	1699.99	1051
Btla	0	0	0	175	124	0	71	0
Btnl2	209	53	610.997	569.003	122	210	302	250
Btnl7-ps	51	118	68	36	0	0	120	57
Btnl9	4	0	15	0	4	38	41	46
Btrc	0	127	84	96	3	315	309.047	266
Bub3	1054.59	1423.5	1252.48	1640.44	1504.84	3165.48	4889.12	3328.08
Bud13	368	640	747.999	271	604.001	44	1433.99	696
Bud23	270.704	249.882	436.347	391.819	67.8606	889.375	715.786	676.28
Bud31	3138.12	2056.77	3073.34	3233.58	2531.25	4034.91	3844.56	2641.16
Bvht	3	9	0	0	0	0	0	0
Bysl	0	138.48	81.8254	63.9432	309.932	90.6112	210.228	510.907
Bzw1	3748.07	4668.52	5112.53	3707.87	4653.04	6739.41	10880.1	9921.84
Bzw2	105	47	63	117	114	2	7	0
C030005K06Rik	41.9305	0	0	1.97E-25	24	6.63E-26	10	0
C030006K11Rik	1	0	0	0	0	125	0	0
C030013C21Rik	71	99	12	45	74	6	15	55
C030014I23Rik	0	30.4828	0	0	7	0	0	0
C030015A19Rik	465	50	13	0	16	1	12	0
C030034I22Rik	168.081	346.307	182	300.999	41	708.403	244.231	526.73
C030037D09Rik	19	0	0	2	22	0	0	0
C130012C08Rik	703	499	219	969	579	251	228	140
C130026I21Rik	2134.73	2032.51	1361.42	2333.17	3065.04	2952.55	1929.04	1949.55
C130036L24Rik	2	7	2	2	1	3	1	39
C130040N14Rik	713.888	365.281	227.798	289.443	422.065	127.159	137.966	197.366
C130046K22Rik	28.0321	13	0	44.0572	8	18.057	8	7.0042
C130050O18Rik	1406.66	1784.96	2959.34	1937.71	3667.61	2146.16	2302.46	3293.5
C130051F05Rik	0	17	0	1	52	0	0	0
C130060C02Rik	138	0	18	75	0	1	35	19
C130073E24Rik	1	0	0	0	0	0	13	0
C130083A15Rik	0	0	0	1	4	157	41	1
C130089K02Rik	96	57	44	50	13	8	14	182
C1d	107	557	580	1449	828.999	1765	1546	1008
C1galt1	801	900	601	585	691	1028	2500	1135
C1galt1c1	1664	1685	1640	2080	1238	2140	2041	1740
C1qa	0	16	42	68	0	59	47	40
C1qb	46	23	97	0	0	49	151	30
C1qbp	0	62	12	73	1	143	62	188
C1qc	37	98	0	73	52	28	0	49
C1qtnf12	107	265	212	230	183	98	127	180
C1qtnf6	0	0	29	0	0	0	0	0
C1qtnf7	0	0	0	0	11	0	0	0
C1qtnf9	0	43	7	47	0	80	5	38
C1ra	0	0	4.39E-05	8	70	0	0	211
C1rl	202	426	393	486	460	376	1134	910
C2	0	21	0	0	0	0	19	9.99721
C230013L11Rik	33.7587	288.718	13.8009	378.336	44.5073	73.5167	175.272	260.119
C230037L18Rik	22	12.008	177.986	51.4227	0	10.8514	22.1235	8
C230062I16Rik	1850.31	1331.49	1108.84	1857.58	1118.03	2065.52	1544.54	1084.98
C230066G23Rik	0	12	0	26	0	0	0	0
C230072F16Rik	0	0	0	20	0	16	0	0
C230085N15Rik	128	5	50	27	3	0	64	0
C230096K16Rik	560	1130	1129	1335	1119	619	926	1393
C2cd2	189	61	94	146	266	6	136	45
C2cd2l	74	180	82	46	0	0	90	233
C2cd3	62	40	259	330	274	160	153	336
C2cd4c	0	0	0	14	0	0	0	0
C2cd5	283	140	96	236	45	476	243	188
C3	2122	3616	1854	5131	3571.01	8329	10253	8275
C330007P06Rik	2025.04	565.938	777.979	913.326	777.418	468.855	1629.58	648.079
C330011M18Rik	0	3	0	4	0	0	105	119
C330013E15Rik	0	51	51	92	144	44	125	81
C330018D20Rik	241	305	86	241	375	320	322	503.999
C330022C24Rik	0	0	0	0	22	0	0	0
C330024C12Rik	0	0	0	22	0	0	0	0
C3ar1	1318	459	204	584	694	98	814	298
C430014B12Rik	3.25022	20.9461	2.28829	6.58123	7.89901	2.26572	4.01255	11.0067
C430019N01Rik	157	227	332	254	114	277	209	381
C430039J01Rik	40	0	19	47	6	46	32	0
C430042M11Rik	0	0	0	0	0	0	43	0
C430049B03Rik	32	50	0	123	123	134	26	41
C4a	1.54E-12	1.78E-22	5.14773	19.935	20.7633	9.7253	1.36167	1.37762
C4b	61	113	170.852	31.065	229.237	61.2747	321.638	272.622
C530005A16Rik	58.5685	66.3457	39.5355	36.4072	56.4932	0	4.97005	32.3387
C5ar1	65002.6	88834.9	90198.5	77837.7	99050.1	130486	146977	193818
C5ar2	267.001	430.001	412	602.001	747.003	688.998	795.005	959.006
C630004M23Rik	10	13	3	4	10.7517	12.5047	2.45754	1.10994
C730002L08Rik	0	0	0	0	0	80	0	0
C730034F03Rik	2.04772	215.36	76.8295	308.525	348.313	12.4142	151.985	185.769
C730045M19Rik	2	10	0	69	53	53	0	0
C86187	24	0	0	0	0	0	0	0
C87436	617	294	598.999	472	484	707.999	449	660
C8g	0	0	0	1	73	0	1	0
C920006O11Rik	0	27	0	0	0	15	0	0
C920009B18Rik	1781.01	1328	2827.99	1159	2065.99	1713	1300	1669
C920021L13Rik	29.0963	14.0244	105.42	127.561	10.8094	88.4807	86.0064	15.101
C9orf72	5542.05	4069.92	2753.01	5172.93	6653.02	6383.02	4323.9	4825.08
CAAA01066123.1	61.545	196.828	81.3321	431.049	233.884	114.285	61.1477	43.7803
CT010467.1	36888	26255	32787	53793	26757	59129	29412	23037
CT010467.2	235	115	50	306	67	372	132	156
CT030740.1	7.05225	10.066	20.1432	24.0906	15.0884	17.0846	19.1117	16.0818
Caap1	120	474	284	214	580	480	1088	504
Cab39	6336.03	6037.75	4776.87	3886.82	6085.05	5465.13	8517.36	10215.9
Cab39l	212.883	240	332	117	94	321	881.899	346.972
Cabin1	338	427	242	271	597	242	465	931
Cables1	918.971	798.997	1416.73	1159.66	938.003	536.998	346.837	196
Cables2	201.828	743.663	835.683	88	646.59	960.798	1372.46	1912.21
Cabp7	0	5.3854	11.6769	10.6289	8.53518	26.3375	33.8282	11.6453
Cabyr	0	13	0	5	0	2	5	1
Cacfd1	170	52	152	144	2	357	431	359
Cacna1a	0	0	0	10	0	3	5	32
Cacna1d	69	63	20	58	265	67	103	0
Cacna1e	0	1	0	0	0	27	84	0
Cacna1f	0	0	0	0	0	0	33	15
Cacna2d4	0	0	0	0	0	29	0	0
Cacnb2	0	0	1	2	0	0	66	0
Cacnb3	0	0	0	0	0	0	0	46
Cacng8	0	0	11	0	0	2	0	0
Cactin	104	508	189.962	348	154	1071.99	1325.98	804
Cacul1	992.999	1573.01	747.999	1435	857.999	2340	2146	2548.02
Cacybp	705.38	631.538	390.532	419.077	659.967	1491.05	1752.73	1736.62
Cadm1	11	0	44	0	16	13	0	0
Cadps2	0	0	0	0	0	0	24	0
Cage1	4	7	3	56	11	20	51	5
Calcoco1	36	278	215	126	54	302	596	250
Calcrl	27	200	14	443.999	68	664.998	340	178
Cald1	1	1	0	0	12	0	22	0
Calhm6	534	1271	527	859	1611	523	272	1067
Calm1	20469.8	29865.5	28262.2	33806.7	31172.7	59679.9	65298.5	45783.6
Calm2	23480.8	26271.9	27873.4	29487.6	25800.5	37843.7	37969.3	33817.4
Calm3	1799.09	2414.9	2994.66	2983.85	2458.74	5716.05	5772.66	3155.5
Calml4	0	0	0	0	0	0	18	0
Calr	2712.71	4750.69	2138.47	4876.45	4740.52	8885.19	12597.1	10031
Calr-ps	8.27952	14.2832	13.5434	18.5337	16.406	18.6127	58.5493	38.0876
